355,501,607,9.486832980505138
352,494,608,16.492422502470642
372,507,624,20.223748416156685
380,511,638,34.0147027033899
368,492,634,34.9857113690718
386,517,643,39.6232255123179
344,470,618,42.37924020083418
384,554,608,44.181444068749045
377,492,647,46.61544808322666
393,528,650,49.39635614091387
374,485,647,49.73932046178355
334,530,557,51.07837115648854
383,499,654,51.19570294468082
308,504,551,53.33854141237835
369,470,651,61.71709649683789
388,490,666,65.14598989960932
340,450,631,65.79513659838392
321,534,539,69.28924880528002
287,452,563,71.02816342831905
328,442,626,71.47027354082255
337,443,631,72.2357252334328
401,577,636,74.24957912338628
296,429,599,81.15417426109393
305,418,617,92.91393867445294
280,491,509,96.88137075826292
284,508,507,97.02061636580135
275,473,514,97.30878685915265
283,413,583,99.24716620639605
274,475,511,99.36800289831733
278,492,506,99.6393496566492
273,474,511,99.72462083156798
298,536,507,100.42410069301094
268,455,518,102.08329931972223
426,568,695,107.91200118615167
281,403,582,109.23827168167757
266,415,550,109.27488274987991
402,620,596,110.2905254316979
375,602,543,110.38568747804219
265,478,496,112.64102272262978
256,453,506,113.37107214805724
425,542,714,114.56002793295748
382,611,549,115.00434774390054
404,625,600,115.06954418958998
414,505,722,118.10588469674151
415,627,621,118.2285921425101
254,467,492,119.97082978791136
417,506,724,120.06664815842908
249,462,493,120.93386622447825
411,631,613,121.33424908079334
418,505,726,122.10241602851272
407,634,596,124.25779653607253
436,550,723,125.54282137979854
437,552,723,126.19429464123962
410,484,730,128.65457628860312
419,638,618,128.76334882255898
413,641,604,131.0
439,587,710,131.01526628603247
320,578,491,131.88252348207476
282,534,474,132.19682295728592
307,569,482,135.51752654177244
412,647,597,137.17871555019022
251,490,468,137.46272221951665
302,570,479,138.6542462386205
440,598,717,143.22360140703069
420,483,746,144.5441109142811
392,424,722,146.01369798755184
395,424,724,147.63468427168462
416,471,747,148.22280526288793
403,656,561,152.2005256232711
239,458,460,153.1012736720371
236,456,458,155.66630977832037
235,457,457,156.26259949200897
427,482,759,157.50872991678906
441,649,679,157.94302770302968
421,470,757,158.14234094637652
362,623,491,159.80613254815975
442,661,669,164.39586369492392
336,363,680,165.4841382127
350,368,690,166.01204775557707
309,353,659,166.35504200354134
422,461,763,166.37908522407497
409,438,754,166.38509548634457
247,345,580,166.73631877908304
351,368,692,167.05687654209268
329,360,678,167.2602762164406
246,344,580,167.72596698186004
354,368,694,168.11900546934007
312,351,664,169.94410845922255
342,361,687,170.55790805471318
434,477,772,171.2103968805633
387,652,508,171.40595088852663
435,477,773,172.19175357722565
430,467,771,172.44709333589824
303,346,660,173.29743217947575
428,463,771,173.4877517290486
319,350,673,174.24408167854654
444,675,660,174.24408167854654
445,675,665,175.9147520817967
323,350,679,176.70597047072292
449,670,681,177.56407294269863
311,600,448,180.0999722376436
324,347,681,180.2720166858961
338,351,689,180.29420401111068
438,480,782,180.5103875127412
310,600,446,181.8350901228913
241,496,422,182.53766734567415
339,349,691,183.0027322200409
327,616,453,184.4911922016875
242,507,418,186.02419197512995
219,350,509,186.07794065928394
220,348,512,186.30083198955393
333,621,453,187.40864441108366
330,621,451,189.02380802428036
400,680,521,189.17980864775183
205,390,457,189.76037521042164
230,487,414,191.38704240360684
228,486,414,191.5097908724251
396,382,748,192.66551326067673
398,679,510,193.38303958723992
443,702,628,193.49418595916518
297,598,431,194.09533739891847
295,597,430,194.5379140424817
291,589,426,194.74342094150447
399,681,508,196.1045639448506
447,704,635,196.46119209655632
424,700,553,196.72569735548024
289,591,421,200.124960961895
451,645,752,200.32224040280698
448,710,632,201.9504889818294
245,539,403,203.08126452235814
361,648,454,203.82345301755635
304,611,426,204.65825172711703
300,316,671,205.24375751773792
227,497,399,205.41178155110774
389,677,479,208.60009587725506
301,613,422,209.124364912365
360,651,449,209.53758612716717
240,301,576,210.86725682286476
358,651,447,211.0213259365034
259,299,615,211.28653530218153
260,299,616,211.3409567499873
216,314,524,211.69789795838787
267,299,622,211.7663807123312
446,722,614,212.235718011837
317,626,423,214.98139454380697
218,307,533,215.05813167606567
232,295,574,217.0829334609241
209,308,522,218.00917411888886
322,631,422,218.55205329623422
450,724,658,220.70795182774907
346,648,430,222.08106627986098
452,705,711,222.4275162833951
326,638,421,223.32263655975405
207,300,524,224.72205054244233
215,295,534,226.10838109190027
248,283,614,227.2201575564985
202,298,521,227.6686188300882
405,712,497,228.58915109864685
406,714,497,230.3584163862914
199,297,512,232.01939574095957
217,485,372,233.34309503390068
292,285,672,235.0510582830888
306,629,401,235.30830839560255
332,297,710,237.91805311913595
335,294,712,241.49534156997728
271,587,375,241.59884105682295
210,485,363,242.29321080046796
356,302,729,242.6705585768492
250,266,624,244.8182999695897
345,292,721,247.41261083461367
408,726,482,248.07257002740147
185,417,374,248.09070921741508
176,307,455,251.81342299408902
349,289,727,252.9229131573492
198,272,516,253.74790639530408
325,277,713,257.2353008434107
353,286,732,257.9922479455536
347,283,727,258.18210627384695
196,268,514,258.1937257177254
194,269,509,259.04825805243314
206,255,546,261.51290599127225
193,266,509,261.8415551435639
343,278,726,262.1221089492453
331,273,719,263.4274093559742
341,275,726,264.78104161740885
170,314,424,266.11275805567834
378,700,416,267.2901045680517
357,278,740,268.92378102354576
376,700,413,269.40861159213154
397,720,433,270.8154353060401
161,321,406,273.72431386341987
168,301,427,273.87953556262653
158,327,400,274.05291459862275
157,321,404,275.17449009673845
163,307,418,275.3270782178898
160,308,416,275.9492707002503
159,307,416,276.68212808202844
433,763,491,277.0884335370208
164,294,429,277.9946042641835
432,763,488,278.32534918688236
166,284,438,280.4139796800438
167,283,439,280.6314308839977
150,305,412,280.87185690275203
370,699,396,281.04270138183625
147,322,394,281.85812033716536
165,282,438,282.02836736753983
156,285,430,284.43101096751036
146,302,409,285.112258592997
151,288,425,285.17538463198395
155,283,431,285.40847920130193
140,322,389,285.6028711340276
143,304,405,286.4210187817926
261,600,332,286.5030540849434
152,283,429,286.6251907980176
153,279,433,287.4056366879397
277,614,336,287.4717377412952
144,296,412,287.50652166516153
243,585,326,287.9392296996017
141,293,412,289.74644087546613
145,287,419,289.74816651706357
264,605,330,290.0017241328058
148,277,431,290.20337696174386
149,276,432,290.4134983088768
137,300,403,290.69055712217414
253,596,325,291.95376346264146
136,299,401,292.7968579066381
263,606,327,293.1637767528587
134,307,392,293.51831288694746
269,611,328,293.8996427354072
135,296,402,294.27877939124323
138,281,417,295.65182225043026
270,615,326,297.1683024819437
132,284,407,299.80827206733306
131,297,393,299.81661061388843
128,297,388,303.35622624235026
154,245,454,304.50779957170226
169,230,474,308.70698080866265
214,534,294,310.92764431616564
211,199,574,312.44359490954525
192,204,536,313.4645115479582
212,534,291,313.9187793044564
125,341,335,317.6822311681911
190,198,537,319.11283270968596
177,204,511,319.82026202228025
174,204,508,320.7054723574264
133,392,305,321.4420632089086
183,197,524,323.0619135707581
173,201,509,323.27387769505907
130,385,304,325.0
191,190,540,326.3372488699382
111,296,352,330.6055050963308
367,722,350,330.84739684634064
373,725,352,331.25367922485026
189,184,538,332.61389026918283
122,362,306,332.7281172368816
381,737,360,333.2641594891356
121,359,305,334.96566988275083
178,185,519,335.9315406448165
175,185,518,336.1859604445135
181,183,524,336.64372859151854
366,724,344,336.7432256185713
119,361,302,336.7565886512096
118,357,304,336.7625276066207
188,180,536,336.93322780634145
299,673,309,337.0370899470858
279,644,294,337.7217789838257
423,790,415,337.8179983363823
363,719,338,338.28538248053223
195,515,265,339.0368711512068
114,239,397,341.0131962256006
197,520,263,341.146596055127
390,753,363,342.24260401066374
391,754,364,342.25136961011566
104,316,321,343.11076928595526
394,756,363,344.379151517626
124,385,282,345.41134897394437
429,800,415,346.15170084805305
204,543,258,347.57013680694723
431,803,416,348.1278500780999
99,318,310,351.14099732158877
180,167,528,351.31894341182345
97,316,311,351.40432552830083
225,579,257,353.79372521287036
364,730,326,354.5193929815406
371,735,327,356.8669219751251
171,168,502,356.8865365911132
365,732,323,358.11311062288684
172,166,504,358.24014292091834
108,360,277,359.76242160625947
92,316,299,361.47060738046184
98,341,284,361.8853409576022
112,376,266,363.59317925395686
88,283,319,364.3542232498479
101,206,398,367.2220036980355
385,756,330,368.2281901212888
109,376,256,372.90749523172633
94,205,387,374.31804658605495
93,206,385,374.6691874173802
100,192,405,375.13330963805384
102,190,407,375.7778599119432
257,640,240,386.51778743028115
91,354,250,386.8488076755569
162,470,219,387.07234465923807
89,177,392,394.7568872103437
213,573,209,399.9924999296862
288,683,243,400.3123780249619
120,421,212,401.9763674645563
294,692,245,402.4984472019737
290,687,238,406.5525796253173
203,567,200,408.0012254883556
79,280,267,408.0061274049693
81,202,336,408.2744175184137
285,682,233,408.93153461184676
208,573,199,409.8707113224852
293,693,234,412.7820248024373
126,443,194,415.43832273876706
123,435,195,415.81967245429837
142,470,189,416.92325432865937
316,717,241,417.8731865051884
231,613,199,417.89233063074994
179,520,185,419.119314754164
233,616,198,419.60934212669764
113,421,192,421.50326214633264
139,102,495,422.3091284829159
86,161,365,422.9917256873945
76,197,318,423.9870281034551
258,653,204,424.79289071263895
127,451,182,426.10444728962875
87,133,402,427.7066751875636
107,414,187,427.907700328003
129,96,482,431.6016682080828
96,111,428,436.09288001525545
65,239,258,439.49630260105715
117,438,170,439.9318128983172
110,427,170,441.86536410992886
182,535,162,442.7064490155977
61,245,248,443.80288417269213
60,243,248,445.0
229,617,172,445.0539293164369
85,351,188,445.350423823757
83,350,187,446.64191473707433
57,227,257,447.77003026107053
223,603,165,448.7426879627121
314,725,210,448.8440709199577
348,749,224,448.91090430061956
379,780,245,449.2004007121988
222,602,160,453.43136195018536
73,143,334,455.61935867563835
90,405,157,459.1666364186318
224,614,156,459.9130352577539
234,628,159,460.3791915367157
56,207,257,460.6712493742148
238,631,159,461.1572399952103
55,208,255,461.52464722915937
226,617,155,461.57339611377085
54,208,253,463.03887525779083
221,604,150,463.62916215440976
53,227,236,464.2337773148352
105,430,145,465.9195209475559
262,669,166,465.966737010272
103,428,145,466.2670908395745
187,546,139,466.39146647424843
52,241,220,468.8464567425033
67,128,331,469.5242272769319
66,128,329,470.68991916122445
51,243,215,471.81564196198497
50,240,217,471.87816224105984
49,206,242,472.71555929543933
